epoch,train_loss,train_acc,train_average_valid_weight_sum,train_average_weight_per_valid_class,train_average_weight_per_invalid_class,val_loss,val_acc,val_average_valid_weight_sum,val_average_weight_per_valid_class,val_average_weight_per_invalid_class,time_elapsed
0,3.4036682299346923,0.05969511764705882,0.34676803091152975,0.03355903546107867,0.02768755923330959,3.158897205810547,0.08120941176470588,0.4528584916675792,0.043174360151361016,0.02339045394020922,00:52:57
1,3.054514182207893,0.10153882352941176,0.501032032525343,0.04905606260056706,0.021088854381048502,2.973258756309958,0.09065764705882352,0.4954649874900369,0.04750254011469729,0.02157322353853899,00:53:07
2,2.7950285414546516,0.146506,0.5851867863078678,0.05754532316599173,0.017485392069581676,2.7218298627808513,0.18964529411764705,0.6451692419489692,0.06275707999362665,0.015175043641907327,00:52:52
3,2.6205846781293083,0.18518373529411764,0.6557802469279906,0.06488300086544191,0.014487839961532942,2.8121107503060734,0.1063664705882353,0.606187108854406,0.05791029158837655,0.016722049000929384,00:52:56
4,2.4830440205355253,0.22107276470588236,0.7135287162467732,0.07094251983946913,0.012042058429621598,2.3988061744218716,0.19151764705882354,0.6870537254333496,0.06589412992393269,0.013236985447424299,00:52:52
5,2.358250822280098,0.2550539705882353,0.7627742753992361,0.07618897838045569,0.0099635816069127,2.2622730734791476,0.28235176470588236,0.8397532570883807,0.08122302719649147,0.006678746037290377,00:52:55
6,2.257211061930937,0.2855644705882353,0.7922570023681136,0.0794421971156457,0.00873194535695882,2.2187717572380516,0.27814764705882355,0.7488910739707947,0.07311696272190879,0.010699053817715715,00:52:54
7,2.17078839371569,0.31035,0.8212583197728887,0.08255981396855326,0.007510824995497241,2.330552098411111,0.2747170588235294,0.8144278439218857,0.08004895575158737,0.007919005925672896,00:52:57
8,2.112805551305883,0.3261928823529412,0.8368627761599036,0.08427230552232265,0.006857793731648776,2.940277719188017,0.31057411764705883,0.8929537082952611,0.08762286718747195,0.0045155305629179755,00:53:06
9,2.0426220375288797,0.3481249117647059,0.8507015913931623,0.0858501371684951,0.006286847422146869,1.6905909987505745,0.41812823529411763,0.9271693558468538,0.09185602610630147,0.003149639944129569,00:53:16
10,1.9920573544005227,0.362007,0.8606457386479097,0.08696436379697042,0.005873891021646778,1.7505532260849896,0.4271929411764706,0.892947110899757,0.08761705714337965,0.004504130353401689,00:53:13
11,1.9295385917476766,0.3793123823529412,0.8738130194285336,0.0883811411911144,0.005320269889239249,1.806821915476182,0.3985676470588235,0.915079743312387,0.09029059794972924,0.003617643222878961,00:52:53
12,1.8769597683281056,0.39385120588235295,0.8840104987690308,0.08949232679467342,0.004893606696074787,2.466764086743523,0.31083058823529414,0.8001926148425832,0.07869422422970042,0.008561635065543301,00:53:57
13,1.8268196453801884,0.4070554411764706,0.8936452806110663,0.09055299284360689,0.004491873968086636,1.78945901460311,0.40483,0.8962078232249092,0.08849417180103414,0.004447281196744126,00:54:12
14,1.777199764791096,0.4203062941176471,0.9026180033716314,0.09151349737416646,0.0041145281672021515,1.7127931777101404,0.4284894117647059,0.8718586797815211,0.08668178708595388,0.005577405696392936,00:53:01
15,1.7425681731166278,0.42995488235294116,0.9085027783017439,0.09215913849198994,0.0038693611003760356,1.9631881138509863,0.41895529411764704,0.9409294407698687,0.09312290044882718,0.0025405383002999075,00:53:15
16,1.71057452884517,0.4384008529411765,0.9150836314171342,0.09283881477691495,0.003588949222877464,1.7718950346239875,0.4073482352941176,0.8743266060649647,0.08677466979868272,0.005441659895010731,00:53:19
17,1.7104291031148573,0.4393950588235294,0.9095414308400154,0.09233353093260527,0.003833881007063531,1.8462330480081894,0.40139,0.8651196489513622,0.08614278415904325,0.005891752901931896,00:53:25
18,1.6555758049036475,0.45284679411764706,0.9233824526447408,0.09372738094670106,0.003240115257219381,1.4574604257819233,0.49251823529411765,0.9661405235627119,0.09552739791435354,0.0014374707811906496,00:56:17
19,1.6440125825314242,0.4561021176470588,0.9251031893721188,0.09391409866455022,0.00316783711697846,1.56880858052983,0.4522,0.956544714161368,0.09422646884763942,0.0018105158104911884,00:55:34
